original_path	new_path	reason	size_bytes	md5
C:\ALL THEORY\THM_SU6_determinant_theorem.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_SU6_determinant_theorem.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU6_determinant_theorem.md	2349	dddb05d230e94b0bb10248cf9ea2571f
C:\ALL THEORY\SU6_DETERMINANT_COMPLETE_run.log	C:\ALL THEORY\records\runs\SU6_DETERMINANT_COMPLETE_run.log	pattern .*\.log$	11846	0015c64f39db0a5ae088657f0af6888c
C:\ALL THEORY\SU6_DETERMINANT_STAGE0_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_DETERMINANT_STAGE0_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU6_DETERMINANT_STAGE0_BUNDLE.zip	20282	1b741196d43a6e808fbd966366badaaa
C:\ALL THEORY\SU6_SINGLE_ORBIT_CONTRACTION_V1_LAUNCH_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_SINGLE_ORBIT_CONTRACTION_V1_LAUNCH_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU6_SINGLE_ORBIT_CONTRACTION_V1_LAUNCH_BUNDLE.zip	14719	8f2ce919a9fc0edfc6e3990eccae8d82
C:\ALL THEORY\NOTE_SUN_su_n_closed_surface_stage1.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\NOTE_SUN_su_n_closed_surface_stage1.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/NOTE_SUN_su_n_closed_surface_stage1.md	2722	41c6837f867c5b5a09e4bf19dc17cd4f
C:\ALL THEORY\PAPER_SUN_su_n_homological_flat_bands_rank_cubic.docx	C:\ALL THEORY\papers\source_docx\PAPER_SUN_su_n_homological_flat_bands_rank_cubic.docx	pattern .*\.docx$	52367	00c5abc3cf467f6e89a58196a3f82bfc
C:\ALL THEORY\SU_N_STAGE3G_WIRING_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU_N_STAGE3G_WIRING_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU_N_STAGE3G_WIRING_BUNDLE.zip	29451	a925916edac7025f5db649df81ca961e
C:\ALL THEORY\SU_N_WALLED_BRAUER_STAGE2A_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU_N_WALLED_BRAUER_STAGE2A_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU_N_WALLED_BRAUER_STAGE2A_BUNDLE.zip	66149	a9d63af62edcf5880a8830fd5ef8e4f6
C:\ALL THEORY\NOTE_FLUX_s_chessboard_route_alt_2026-06-12.md	C:\ALL THEORY\theory\notes\NOTE_FLUX_s_chessboard_route_alt_2026-06-12.md	pattern .*\.md$	17452	032733221cf900d540cc83277eaf096b
C:\ALL THEORY\NOTE_FLUX_s_chessboard_route_2026-06-12.md	C:\ALL THEORY\theory\notes\NOTE_FLUX_s_chessboard_route_2026-06-12.md	pattern .*\.md$	15236	c6071dd7db162bd5a845cedc3bffe8c2
C:\ALL THEORY\NB_SU3_single_block_a100_validation_su_alt3_o.ipynb	C:\ALL THEORY\numerics\notebooks\NB_SU3_single_block_a100_validation_su_alt3_o.ipynb	pattern .*\.ipynb$	25329	a1b398e96480c7de52927eff9eb60b24
C:\ALL THEORY\THM_Y4_theorem_flat_band_breaking_2026-06-13.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_Y4_theorem_flat_band_breaking_2026-06-13.md	byte-identical copy of programs/one_plaquette/y4_o3_flatband_verification/THM_Y4_theorem_flat_band_breaking_2026-06-13.md	8993	728747fee992f85f4b81769641c30e2f
C:\ALL THEORY\LIT_MISC_logarithmic_potential_exponen.pdf	C:\ALL THEORY\literature\LIT_MISC_logarithmic_potential_exponen.pdf	external/third-party paper	657214	081983a4432ce0a22cab54305a664166
C:\ALL THEORY\UNIFIED THEORY GUESS.txt	C:\ALL THEORY\records\transcripts\UNIFIED THEORY GUESS.txt	run or session transcript	6525	722a45ff49c9128edaab17b50b4a2409
C:\ALL THEORY\THM_SUN_unified_nality_theorem_audited_v2.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_SUN_unified_nality_theorem_audited_v2.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SUN_unified_nality_theorem_audited_v2.md	4751	de910cd0f86814532b15de0f7fc6a3cf
C:\ALL THEORY\UNIFIED_NALITY_COMPLETE_THEOREM_CORRECTED_2026-06-14 (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\UNIFIED_NALITY_COMPLETE_THEOREM_CORRECTED_2026-06-14 (1).md	byte-identical copy of THM_SUN_unified_nality_theorem_corrected_2026-06-14.md	4231	0aee734a27057f258da2b4fee352b790
C:\ALL THEORY\THM_SUN_unified_nality_theorem_corrected_2026-06-14.md	C:\ALL THEORY\theory\theorems\THM_SUN_unified_nality_theorem_corrected_2026-06-14.md	pattern .*_(THEOREM|THEOREM_V2|CERTIFICATE)(_.*)?\.md$	4231	0aee734a27057f258da2b4fee352b790
C:\ALL THEORY\NOTE_FLUX_unified_theory_record_rank_cubic_spectral_geometry_2026-08-01.md	C:\ALL THEORY\theory\notes\NOTE_FLUX_unified_theory_record_rank_cubic_spectral_geometry_2026-08-01.md	pattern .*\.md$	25202	5b4e140bdb83f31ca45555aa9198d35c
C:\ALL THEORY\UNIVERSAL_FOURTH_ORDER_MOBILITY_THEOREM_2026-08-08.md	C:\ALL THEORY\QUARANTINE\superseded\UNIVERSAL_FOURTH_ORDER_MOBILITY_THEOREM_2026-08-08.md	superseded by ..._v2.md	10208	f9c0f41583afa0075aa224108589ee9f
C:\ALL THEORY\THM_O4_universal_fourth_order_mobility_theorem_v2_2026-08-08.md	C:\ALL THEORY\theory\theorems\THM_O4_universal_fourth_order_mobility_theorem_v2_2026-08-08.md	pattern .*_(THEOREM|THEOREM_V2|CERTIFICATE)(_.*)?\.md$	3989	a0c8a2c2d2f4bc70a2ba4c115d1fd82e
C:\ALL THEORY\Untitled221 (1).ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\Untitled221 (1).ipynb	byte-identical copy of SIMULATIONS/Untitled221 (1).ipynb	102126	32f6c2356a3b13d3adc62c48f0a3ea45
C:\ALL THEORY\Untitled221 (2).ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\Untitled221 (2).ipynb	byte-identical copy of SIMULATIONS/Untitled221 (2).ipynb	124060	81afb309521934baef213a99565d072b
C:\ALL THEORY\Untitled222.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\Untitled222.ipynb	byte-identical copy of SIMULATIONS/Untitled222.ipynb	88007	d35ceefad2cec19e8f51cc3666cfa5b3
C:\ALL THEORY\Untitled222_fixed.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\Untitled222_fixed.ipynb	byte-identical copy of SIMULATIONS/Untitled222_fixed.ipynb	57028	19fdf00ae6fa25af309afe0490e1d274
C:\ALL THEORY\NB_FLUX_untitled238.ipynb	C:\ALL THEORY\numerics\notebooks\NB_FLUX_untitled238.ipynb	pattern .*\.ipynb$	303309	b7c2a188fec6315fcf914e168c2c16f6
C:\ALL THEORY\ENGINE_SUN_verify_all_alt.py	C:\ALL THEORY\numerics\engines\ENGINE_SUN_verify_all_alt.py	pattern .*\.(py|sh)$	15079	2829d2261119e4aa797920c2b49011c6
C:\ALL THEORY\ENGINE_SUN_verify_all.py	C:\ALL THEORY\numerics\engines\ENGINE_SUN_verify_all.py	pattern .*\.(py|sh)$	14113	0257268830041ecf3bb0da04c11025f7
C:\ALL THEORY\VERIFY_ALL_run (1).log	C:\ALL THEORY\records\runs\VERIFY_ALL_run (1).log	pattern .*\.log$	3319	350581a2ceff27829cc007dbde4a8457
C:\ALL THEORY\VERIFY_ALL_run.log	C:\ALL THEORY\records\runs\VERIFY_ALL_run.log	pattern .*\.log$	2525	af652e78d060b5817f15cf4134f42f0a
C:\ALL THEORY\ENGINE_FLUX_verify_centered_double_incidence.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_verify_centered_double_incidence.py	pattern .*\.(py|sh)$	4142	31adbdc3c97cd177f8868a018a1d3f8b
C:\ALL THEORY\ENGINE_FLUX_verify_determinant_incidence_reduction.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_verify_determinant_incidence_reduction.py	pattern .*\.(py|sh)$	3386	01bb3f309fa8741c9de218773bd77944
C:\ALL THEORY\ENGINE_FLUX_verify_incidence_syzygy.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_verify_incidence_syzygy.py	pattern .*\.(py|sh)$	3086	e3a9b86075f2b24fa8b93181ee857014
C:\ALL THEORY\ENGINE_FLUX_verify_theorem_assembly.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_verify_theorem_assembly.py	pattern .*\.(py|sh)$	7002	afeb50cab0c539664b34ccf978cebe52
C:\ALL THEORY\Y4_D3_VERTEX_SINGLET_GENERATOR.zip	C:\ALL THEORY\archive\zips\Y4_D3_VERTEX_SINGLET_GENERATOR.zip	pattern .*\.zip$	6051	231569829f431de6d08dbb6359ca1fbf
C:\ALL THEORY\Y4_EXACT_ANALYTIC_FACTORIZATION_CERTIFICATE (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_EXACT_ANALYTIC_FACTORIZATION_CERTIFICATE (1).md	byte-identical copy of CERT_Y4_exact_analytic_factorization_certificate.md	2879	3f8b199f88ef7d7064b7329159f6de88
C:\ALL THEORY\CERT_Y4_exact_analytic_factorization_certificate.md	C:\ALL THEORY\programs\y4_allrank\data\CERT_Y4_exact_analytic_factorization_certificate.md	pattern ^Y4_.*\.(json|md)$	2879	3f8b199f88ef7d7064b7329159f6de88
C:\ALL THEORY\Y4_FINAL_ARCHIVE_2026-06-13.zip	C:\ALL THEORY\archive\zips\Y4_FINAL_ARCHIVE_2026-06-13.zip	pattern .*\.zip$	624933	80f290284cb2e20d5d237e4e1626bf45
C:\ALL THEORY\Y4_GLOBAL_BAND_CERTIFICATE_FINAL.zip	C:\ALL THEORY\archive\zips\Y4_GLOBAL_BAND_CERTIFICATE_FINAL.zip	pattern .*\.zip$	18245	d0582fce5969f726ea04b05f8202728d
C:\ALL THEORY\CERT_Y4_global_band_edge_certificate.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\CERT_Y4_global_band_edge_certificate.md	byte-identical copy of programs/one_plaquette/y4_o3_flatband_verification/CERT_Y4_global_band_edge_certificate.md	2009	e29cce9c2c5ba8c2ce1be1b64311d763
C:\ALL THEORY\Y4_REAL_SPACE_SOS_PACKAGE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_REAL_SPACE_SOS_PACKAGE.zip	byte-identical copy of ZIP ARCHIVES/Y4_REAL_SPACE_SOS_PACKAGE.zip	426851	20a33d5b14678b518a0059ed9ef981ef
C:\ALL THEORY\Y4_SOS_TARGETED_STAGE3G_REDUCTION_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SOS_TARGETED_STAGE3G_REDUCTION_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/Y4_SOS_TARGETED_STAGE3G_REDUCTION_BUNDLE.zip	8825	4eb5f110515730189b46aad29623d1f8
C:\ALL THEORY\DATA_Y4_stagei_authority_fixture.xz.b85	C:\ALL THEORY\numerics\data\DATA_Y4_stagei_authority_fixture.xz.b85	pattern .*\.(csv|npz|png|b85|zst|gz)$	78736	cf683188a7f37963e6f7a7b09f915e7a
C:\ALL THEORY\Y4_SUN_ALL_N_GE_3_BAND_SHAPE_BUNDLE_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_ALL_N_GE_3_BAND_SHAPE_BUNDLE_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_ALL_N_GE_3_BAND_SHAPE_BUNDLE_2026-06-14.zip	217610	44dd0908799455baf158f1b8303b2643
C:\ALL THEORY\AUDIT_Y4_sun_extension_2026-06-14.md	C:\ALL THEORY\programs\y4_allrank\data\AUDIT_Y4_sun_extension_2026-06-14.md	pattern ^Y4_.*\.(json|md)$	7981	a24a98c1578cc44ec8abe059e7f532dd
C:\ALL THEORY\Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14 (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14 (1).zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14.zip	19402	161450c47125b38ef19ba08f41cbcd23
C:\ALL THEORY\Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_FULL_SYMBOLIC_INDEPENDENT_RERUN_2026-06-14.zip	19402	161450c47125b38ef19ba08f41cbcd23
C:\ALL THEORY\CERT_Y4_sun_stable_stage1_certificate.md	C:\ALL THEORY\programs\y4_allrank\data\CERT_Y4_sun_stable_stage1_certificate.md	pattern ^Y4_.*\.(json|md)$	2512	617bbfed78eaf82de407d05fe2cbe1a3
C:\ALL THEORY\AUDIT_Y4_sun_stable_stage1_independent_2026-06-14.json	C:\ALL THEORY\programs\y4_allrank\data\AUDIT_Y4_sun_stable_stage1_independent_2026-06-14.json	pattern ^Y4_.*\.(json|md)$	3605	56e07ec7c9fd19b9aa2f885cf524a8b6
C:\ALL THEORY\AUDIT_Y4_sun_stable_stage1_independent_2026-06-14.md	C:\ALL THEORY\programs\y4_allrank\data\AUDIT_Y4_sun_stable_stage1_independent_2026-06-14.md	pattern ^Y4_.*\.(json|md)$	2905	89b858ebff267dd3493f2ddc8643e220
C:\ALL THEORY\Y4_SUN_SYMBOLIC_QAB_COMPACT_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_SYMBOLIC_QAB_COMPACT_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_SYMBOLIC_QAB_COMPACT_BUNDLE.zip	9624	ad69b751da8f7637ec3551f0f645b968
C:\ALL THEORY\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14 (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14 (1).zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14.zip	458074	5a802537a1d3dbf117151f6724f97db7
C:\ALL THEORY\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14.zip	458074	5a802537a1d3dbf117151f6724f97db7
C:\ALL THEORY\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2 (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2 (1).zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2.zip	459146	cb9f01f12dd35f71c29ae248f1aff0a0
C:\ALL THEORY\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2 (2).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2 (2).zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2.zip	459146	cb9f01f12dd35f71c29ae248f1aff0a0
C:\ALL THEORY\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2.zip	byte-identical copy of ZIP ARCHIVES/Y4_SUN_WALLED_BRAUER_FULL_SYMBOLIC_BUNDLE_2026-06-14_V2.zip	459146	cb9f01f12dd35f71c29ae248f1aff0a0
C:\ALL THEORY\CERT_Y4_sun_walled_brauer_full_symbolic_certificate_2026-06-14.json	C:\ALL THEORY\programs\y4_allrank\data\CERT_Y4_sun_walled_brauer_full_symbolic_certificate_2026-06-14.json	pattern ^Y4_.*\.(json|md)$	8535	258f207e8ea2b0ae40924423a46f01a5
C:\ALL THEORY\CERT_Y4_sun_walled_brauer_full_symbolic_certificate_2026-06-14.md	C:\ALL THEORY\programs\y4_allrank\data\CERT_Y4_sun_walled_brauer_full_symbolic_certificate_2026-06-14.md	pattern ^Y4_.*\.(json|md)$	4295	104b28210dc740735687087a3a4f26a8
C:\ALL THEORY\Y4_YMCIRC_PYCLEBSCH_MICROSCOPIC_AUDIT.zip	C:\ALL THEORY\archive\zips\Y4_YMCIRC_PYCLEBSCH_MICROSCOPIC_AUDIT.zip	pattern .*\.zip$	6487	cbb7ba3a4382c9c1374f3db89a9d7626
C:\ALL THEORY\Y6_M6_SECTOR.zip	C:\ALL THEORY\archive\zips\Y6_M6_SECTOR.zip	pattern .*\.zip$	77070	e0bb7420f2c056e24aa33772fbe29877
C:\ALL THEORY\_M5_1_—_HEAT_KERNEL_BESSEL_FINITE_CERTIFICATE_+_TAIL_PIN_TEST.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\_M5_1_—_HEAT_KERNEL_BESSEL_FINITE_CERTIFICATE_+_TAIL_PIN_TEST.ipynb	byte-identical copy of numerics/op12_theta/m4_scaling/NB_OP1_m5_1_heat_kernel_bessel_finite_certificate.ipynb	23145	664e657c4059e0391565e77440fa9a97
C:\ALL THEORY\NB_OP1_m5_tier_2_ceiling_pin_auditor.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\NB_OP1_m5_tier_2_ceiling_pin_auditor.ipynb	byte-identical copy of numerics/op12_theta/m4_scaling/NB_OP1_m5_tier_2_ceiling_pin_auditor.ipynb	13872	7740d39bbdcdf9911445f8bdfaa00031
C:\ALL THEORY\_audit_stable_full_run.log	C:\ALL THEORY\records\runs\_audit_stable_full_run.log	pattern .*\.log$	2212	49415d435e1203119f348b4ae144436d
C:\ALL THEORY\ENGINE_FLUX_verify_frozen_memfd_tmp.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_verify_frozen_memfd_tmp.py	pattern .*\.(py|sh)$	6107	ad48ba8430a5f5f5302c4f88730bab03
C:\ALL THEORY\ENGINE_FLUX_audit_stranded_zero_backend.py	C:\ALL THEORY\numerics\engines\ENGINE_FLUX_audit_stranded_zero_backend.py	pattern .*\.(py|sh)$	12438	638dad4dede5d1e9d6659d15d080508c
C:\ALL THEORY\AUDIT_FLUX_stranded_zero_backend_results.json	C:\ALL THEORY\numerics\certificates\AUDIT_FLUX_stranded_zero_backend_results.json	pattern .*\.json$	21608	2d4a9b71800798922c8e4cf23d980258
C:\ALL THEORY\audit_stranded_flux_zero_backend_results.txt	C:\ALL THEORY\records\transcripts\audit_stranded_flux_zero_backend_results.txt	pattern .*\.(txt)$	1170	1405f728739feeb79866b4bbbceaf1dd
C:\ALL THEORY\chat.txt	C:\ALL THEORY\records\transcripts\chat.txt	run or session transcript	65303	0b041a1c36238974a2ccf6fe97b2d2b4
C:\ALL THEORY\ENGINE_FLUX_cls_flat_band_certificate.py	C:\ALL THEORY\QUARANTINE\duplicates_exact\ENGINE_FLUX_cls_flat_band_certificate.py	byte-identical copy of programs/one_plaquette/ENGINE_FLUX_cls_flat_band_certificate.py	12582	d5396786ddaeae3cd1b968b7b76e5774
C:\ALL THEORY\RUN_FLUX_cls_flat_band_results.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\RUN_FLUX_cls_flat_band_results.md	byte-identical copy of programs/one_plaquette/RUN_FLUX_cls_flat_band_results.md	5938	f299b968a1958748aa4b2561c8914eca
C:\ALL THEORY\cocaine-80s-v4.jsx	C:\ALL THEORY\QUARANTINE\unrelated\cocaine-80s-v4.jsx	unrelated to the mathematics corpus	264846	7d7c10eb679b9a75f98703dd64d7dd33
C:\ALL THEORY\cocaine-80s-v4_1.jsx	C:\ALL THEORY\QUARANTINE\unrelated\cocaine-80s-v4_1.jsx	unrelated to the mathematics corpus	264846	7d7c10eb679b9a75f98703dd64d7dd33
C:\ALL THEORY\compactified-axis.html	C:\ALL THEORY\QUARANTINE\unrelated\compactified-axis.html	unrelated to the mathematics corpus	82507	71c77cf3c17af1cb9811f7d4ba139b45
C:\ALL THEORY\LIT_SU3_compass_artifact_wf_1fcca1e0_37f5_5b84_b994.md	C:\ALL THEORY\literature\LIT_SU3_compass_artifact_wf_1fcca1e0_37f5_5b84_b994.md	pattern ^compass_artifact_.*\.md$	30412	f65b2f42bc3357ecc890724033cb069a
C:\ALL THEORY\LIT_SUN_compass_artifact_wf_23dbcd45_8079_5886_b02d.md	C:\ALL THEORY\literature\LIT_SUN_compass_artifact_wf_23dbcd45_8079_5886_b02d.md	pattern ^compass_artifact_.*\.md$	38691	54dea07072171e0d665cd685d3d2e410
C:\ALL THEORY\LIT_PMBSF_rigorous_mathematical_analysis_n_scaling_vs._athenodorou.md	C:\ALL THEORY\literature\LIT_PMBSF_rigorous_mathematical_analysis_n_scaling_vs._athenodorou.md	pattern ^compass_artifact_.*\.md$	28038	1a2cb728e4853cd7ce4dc4dced970ddd
C:\ALL THEORY\LIT_FLUX_compass_artifact_wf_8908dab0_6ef9_5d49_9a5e.md	C:\ALL THEORY\literature\LIT_FLUX_compass_artifact_wf_8908dab0_6ef9_5d49_9a5e.md	pattern ^compass_artifact_.*\.md$	23532	7cf0632da759435a386853f0aeb29043
C:\ALL THEORY\AUDIT_Y4_curvature.log	C:\ALL THEORY\QUARANTINE\duplicates_exact\AUDIT_Y4_curvature.log	byte-identical copy of programs/one_plaquette/y4_o3_flatband_verification/AUDIT_Y4_curvature.log	2856	b82ef58a9a33179d350091f87fa1884b
C:\ALL THEORY\CERT_FLUX_d3_certificate_results.md	C:\ALL THEORY\numerics\results\CERT_FLUX_d3_certificate_results.md	pattern .*(_results?|_RESULT|PREDICTIONS?|DIAGNOSTIC|_result_).*\.md$	9223	cbddaaa75dd864af96dd36f84c3af506
C:\ALL THEORY\d3_results (1).json	C:\ALL THEORY\QUARANTINE\duplicates_exact\d3_results (1).json	byte-identical copy of RUN_TROM_d3_results.json	853	792dd813ce1cfe84ec9a5de378b3b2d2
C:\ALL THEORY\RUN_TROM_d3_results.json	C:\ALL THEORY\numerics\certificates\RUN_TROM_d3_results.json	pattern .*\.json$	853	792dd813ce1cfe84ec9a5de378b3b2d2
C:\ALL THEORY\execution.log	C:\ALL THEORY\records\runs\execution.log	pattern .*\.log$	5309	01baf5df2b7b8f9024d5a3429e973217
C:\ALL THEORY\files (1).zip	C:\ALL THEORY\archive\zips\files (1).zip	pattern .*\.zip$	38440	17eef61296de4e7266a3236f083d5b1c
C:\ALL THEORY\files (2).zip	C:\ALL THEORY\archive\zips\files (2).zip	pattern .*\.zip$	29957	d1adddaa541e289f5e72d5b6103feff4
C:\ALL THEORY\files (3).zip	C:\ALL THEORY\archive\zips\files (3).zip	pattern .*\.zip$	11680	fd65afc0e77200f6ae51d9e81d38f085
C:\ALL THEORY\flatband paper.pdf	C:\ALL THEORY\QUARANTINE\superseded\flatband paper.pdf	superseded by papers/flat_band/..._v1_1.pdf	326323	4499dd8d6c14efe8b4cbfb5594b61737
C:\ALL THEORY\folded5_derivation (1).py	C:\ALL THEORY\QUARANTINE\duplicates_exact\folded5_derivation (1).py	byte-identical copy of SIMULATIONS/folded5_derivation.py	3491	123036dfb82a19d906633e4aeba5516a
C:\ALL THEORY\folded5_derivation.py	C:\ALL THEORY\QUARANTINE\duplicates_exact\folded5_derivation.py	byte-identical copy of SIMULATIONS/folded5_derivation.py	3491	123036dfb82a19d906633e4aeba5516a
C:\ALL THEORY\gemini glazing bullshit.txt	C:\ALL THEORY\QUARANTINE\unrelated\gemini glazing bullshit.txt	unrelated to the mathematics corpus	55440	2fef050aa8318506c1a26a68f688f53b
C:\ALL THEORY\gemini-code-1787239338770.html	C:\ALL THEORY\QUARANTINE\unrelated\gemini-code-1787239338770.html	unrelated to the mathematics corpus	16234	8ac374fbeada9c694be2080ca8416263
C:\ALL THEORY\ENGINE_STRING_generic_pt_core.py	C:\ALL THEORY\numerics\engines\ENGINE_STRING_generic_pt_core.py	pattern .*\.(py|sh)$	3539	392dc626d7753b277b52f8c76378475e
C:\ALL THEORY\ENGINE_STRING_generic_sigma.py	C:\ALL THEORY\numerics\engines\ENGINE_STRING_generic_sigma.py	pattern .*\.(py|sh)$	8476	0027bfabb272fe2a403c2d5cd1834fa1
C:\ALL THEORY\DATA_FLUX_glueball_1pm_highn_extrapolation.png	C:\ALL THEORY\numerics\data\DATA_FLUX_glueball_1pm_highn_extrapolation.png	pattern .*\.(csv|npz|png|b85|zst|gz)$	100305	a2f728717928d13f2902496baadaea5c
C:\ALL THEORY\ENGINE_FLUX_glueball_band_certificate_v2.py	C:\ALL THEORY\QUARANTINE\duplicates_exact\ENGINE_FLUX_glueball_band_certificate_v2.py	byte-identical copy of programs/one_plaquette/ENGINE_FLUX_glueball_band_certificate_v2.py	20671	4288fb5b15dcc3ef4a519efa948b1113
C:\ALL THEORY\glueball_band_results_v2 (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\glueball_band_results_v2 (1).md	byte-identical copy of programs/one_plaquette/NOTE_FLUX_glueball_band_results_v2.md	11548	5ae30aa658c245a2247e173a5c3f2e53
C:\ALL THEORY\NOTE_FLUX_glueball_band_results_v2.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\NOTE_FLUX_glueball_band_results_v2.md	byte-identical copy of programs/one_plaquette/NOTE_FLUX_glueball_band_results_v2.md	11548	5ae30aa658c245a2247e173a5c3f2e53
C:\ALL THEORY\glueball_flat_band_paper_v0_1.pdf	C:\ALL THEORY\QUARANTINE\superseded\glueball_flat_band_paper_v0_1.pdf	superseded by papers/flat_band/..._v1_1.pdf	323169	c9708496a317cd8c869ca4f4842be2cf
C:\ALL THEORY\glueball_flat_band_paper_v0_1.tex	C:\ALL THEORY\QUARANTINE\superseded\glueball_flat_band_paper_v0_1.tex	superseded by papers/flat_band/..._v1_1.tex	35556	c323fc23518b3d2cd0862f863ad82539
C:\ALL THEORY\glueball_flat_band_paper_v0_2 (1).pdf	C:\ALL THEORY\QUARANTINE\superseded\glueball_flat_band_paper_v0_2 (1).pdf	superseded by papers/flat_band/..._v1_1.pdf	367960	833d1d009f429522d8c5e682652eedea
C:\ALL THEORY\glueball_flat_band_paper_v0_2 (1).tex	C:\ALL THEORY\QUARANTINE\superseded\glueball_flat_band_paper_v0_2 (1).tex	superseded by papers/flat_band/..._v1_1.tex	39695	1bc7d4806ab22dce28608a6bb5a750fd
C:\ALL THEORY\glueball_flat_band_paper_v0_2.pdf	C:\ALL THEORY\QUARANTINE\superseded\glueball_flat_band_paper_v0_2.pdf	superseded by papers/flat_band/..._v1_1.pdf	342810	bb00033029680a7ee4f2319fbff79185
